#front|back
今天 天氣 不錯 。|The weather's nice today.<br /><br />今天 天氣 不錯 。<br /><br />jīntiān tiānqì búcuò.
今天晚上 有 什麼 好看的 電視節目 嗎 ？— 有 啊 ， 八點 有播 一部 電影 。|Is there anything good on TV tonight? — Yes, there's a movie at eight [o'clock] (8:00).<br /><br />今天晚上 有 什麼 好看的 電視節目 嗎 ？— 有 啊 ， 八點 有播 一部 電影 。<br /><br />jīntiānwǎnshàng yǒu shéme hǎokànde· diànshìjiémù mā? — yǒu a, bādiǎn yǒubō yíbù diànyǐng.
那棟 建築物 是 什麼 ？— 是 學校 。|What's that building? — It's a school.<br /><br />那棟 建築物 是 什麼 ？— 是 學校 。<br /><br />nàdòng jiànzhúwù shì shéme? — shì xuéxiào.
這個 旅館 裡面 有 餐廳 嗎 ？— 沒有 ， 恐怕 沒有 。|Is there a restaurant in this hotel? — No, I'm afraid not.<br /><br />這個 旅館 裡面 有 餐廳 嗎 ？— 沒有 ， 恐怕 沒有 。<br /><br />zhège· lǚguǎn lǐmiàn yǒu cāntīng mā? — méiyǒu, kǒngpà méiyǒu.
每個 鐘頭 都有 一班 火車 。|There's a train every hour.<br /><br />每個 鐘頭 都有 一班 火車 。<br /><br />měige· zhōngtóu dōuyǒu yībān huǒchē.
現在 時間 是 十一點 十五分 。 十一點 的時候 有 一班 火車 。|The time now is eleven fifteen (11:15) . There was a train at eleven [o'clock] (11:00).<br /><br />現在 時間 是 十一點 十五分 。 十一點 的時候 有 一班 火車 。<br /><br />xiànzài shíjiān shì shíyīdiǎn shíwǔfēn. shíyīdiǎn de·shíhòu yǒu yībān huǒchē.
今天晚上 電視 會播 一個 不錯的 大自然節目 。|There's a good nature program on TV tonight.<br /><br />今天晚上 電視 會播 一個 不錯的 大自然節目 。<br /><br />jīntiānwǎnshàng diànshì huìbō yīge· búcuòde· dàzìránjiémù.
昨天晚上 電視 有播 一個 不錯的 大自然節目 。|There was a good nature program on TV last night.<br /><br />昨天晚上 電視 有播 一個 不錯的 大自然節目 。<br /><br />zuótiānwǎnshàng diànshì yǒubō yīge· búcuòde· dàzìránjiémù.
我們 正 住在 一個 很大的 飯店 。 那邊 有 一 千 兩百 五十個 房間 。|We're staying at a very big hotel. There are one thousand two hundred fifty (1,250) rooms.<br /><br />我們 正 住在 一個 很大的 飯店 。 那邊 有 一 千 兩百 五十個 房間 。<br /><br />wǒmen zhèng zhùzài yīge· hěndàde· fàndiàn. nàbiān yǒu yīqiān liǎngbǎi wǔshíge· fángjiān.
我們 住在 一個 很大的 飯店 。 那邊 有 一千 兩百 五十個 房間。|We stayed at a very big hotel. There were one thousand two hundred fifty (1,250) rooms.<br /><br />我們 住在 一個 很大的 飯店 。 那邊 有 一千 兩百 五十個 房間。<br /><br />wǒmen zhùzài yīge· hěndàde· fàndiàn. nàbiān yǒu yīqiān liǎngbǎi wǔshíge· fángjiān.
今天早上 有 我的 語音留言 嗎 ？|Are there any phone messages for me this morning?<br /><br />今天早上 有 我的 語音留言 嗎 ？<br /><br />jīntiānzǎoshàng yǒu wǒde· yǔyīnliúyán mā?
昨天 有 我的 語音留言 嗎 ？|Were there any phone messages for me yesterday?<br /><br />昨天 有 我的 語音留言 嗎 ？<br /><br />zuótiān yǒu wǒde· yǔyīnliúyán mā?
我 餓了 ， 但 沒有 什麼 東西 可以吃 。|I'm hungry, but there isn't anything to eat.<br /><br />我 餓了 ， 但 沒有 什麼 東西 可以吃 。<br /><br />wǒ èle·, dàn méiyǒu shéme dōngxī kěyǐchī.
我 回家 的時候 很餓 ， 但是 沒有 什麼 東西 可以吃 。|I was hungry when I got home, but there wasn't anything to eat.<br /><br />我 回家 的時候 很餓 ， 但是 沒有 什麼 東西 可以吃 。<br /><br />wǒ huíjiā de·shíhòu hěnè, dànshì méiyǒu shéme dōngxī kěyǐchī.
快 看 ！ 有 車禍 。|Look! There's been an accident.<br /><br />快 看 ！ 有 車禍 。<br /><br />kuài kàn! yǒu chēhuò.
這條 路 很危險 。 發生過 很多次 車禍 。|This road is very dangerous. There have been many accidents on it.<br /><br />這條 路 很危險 。 發生過 很多次 車禍 。<br /><br />zhètiáo lù hěnwéixiǎn. fāshēngguò hěnduōcì chēhuò.
昨天晚上 那裡 發生 車禍 。|There was an accident last night.<br /><br />昨天晚上 那裡 發生 車禍 。<br /><br />zuótiānwǎnshàng nàlǐ fāshēng chēhuò.
你 覺得 星期六的 派對 會有 很多 人 嗎 ？|Do you think there will be a lot of people at the party on Saturday?<br /><br />你 覺得 星期六的 派對 會有 很多 人 嗎 ？<br /><br />nǐ juéde xīngqíliùde· pàiduì huìyǒu hěnduō rén mā?
這間 公司的 經理 離職了 ， 所以 很快 就 會 有 新的 經理了 。|The manager of the company is leaving, so there will be a new manager soon.<br /><br />這間 公司的 經理 離職了 ， 所以 很快 就 會 有 新的 經理了 。<br /><br />zhèjiān gōngsīde· jīnglǐ lízhíle·, suǒyǐ hěnkuài jiù huìyǒu xīnde· jīnglǐle·.
我 明天 要去 別的 城市 。 我 正在 打包 我的 東西 ， 因為 明天 沒有 時間 。|I'm going out of town tomorrow. I'm packing my things today because there won't be time tomorrow.<br /><br />我 明天 要去 別的 城市 。 我 正在 打包 我的 東西 ， 因為 明天 沒有 時間 。<br /><br />wǒ míngtiān yàoqù biéde· chéngshì. wǒ zhèngzài dǎbāo wǒde· dōngxī, yīnwèi míngtiān méiyǒu shíjiān.
明天下午 會下雨 。|There will be rain tomorrow afternoon.<br /><br />明天下午 會下雨 。<br /><br />míngtiānxiàwǔ huìxiàyǔ.
這周末 會有 颱風 。|There will be a typhoon this weekend.<br /><br />這周末 會有 颱風 。<br /><br />zhèzhōumò huìyǒu táifēng.
這個 夏天 已經 來 三個 颶風 了 。|There's already been three (3) hurricanes this summer.<br /><br />這個 夏天 已經 來 三個 颶風 了 。<br /><br />zhège· xiàtiān yǐjīng lái sānge· jùfēng le·.
本來 有 一個 時鐘 掛在 窗戶 旁邊的 牆上 。|There was a clock on the wall near the window.<br /><br />本來 有 一個 時鐘 掛在 窗戶 旁邊的 牆上 。<br /><br />běnlái yǒu yīge· shízhōng guàzài chuānghù pángbiānde· qiángshàng.
桌子上 本來 有個 花瓶 ， 裡面 插著 幾朵 花 。|There were some flowers in a vase on the table.<br /><br />桌子上 本來 有個 花瓶 ， 裡面 插著 幾朵 花 。<br /><br />zhuōzǐshàng běnlái yǒuge· huāpíng, lǐmiàn chāzhe· jǐduǒ huā.
本來 有 一些 書 在 書架上 。|There were some books on the shelves.<br /><br />本來 有 一些 書 在 書架上 。<br /><br />běnlái yǒu yìxiē shū zài shūjiàshàng.
門 旁邊的 角落 本來 有 一張 扶手椅 。|There was an armchair in the corner near the door.<br /><br />門 旁邊的 角落 本來 有 一張 扶手椅 。<br /><br />mén pángbiānde· jiǎoluò běnlái yǒu yìzhāng fúshǒuyǐ.
扶手椅 對面 本來 有 一張 沙發 。|There was a sofa opposite the armchair.<br /><br />扶手椅 對面 本來 有 一張 沙發 。<br /><br />fúshǒuyǐ duìmiàn běnlái yǒu yìzhāng shāfā.
我 打開 信封 ， 裡面 是 空的 。 裡面 什麼都 沒有 。|I opened the envelope, but it was empty. There was nothing in it.<br /><br />我 打開 信封 ， 裡面 是 空的 。 裡面 什麼都 沒有 。<br /><br />wǒ dǎkāi xìnfēng, lǐmiàn shì kōngde·. lǐmiàn shémedōu méiyǒu.
我們 住在 一個 很棒的 飯店 。— 真的 嗎 ？ 那裡 有 游泳池 嗎 ？|We stayed at a very nice hotel. — Really? Was there a swimming pool?<br /><br />我們 住在 一個 很棒的 飯店 。— 真的 嗎 ？ 那裡 有 游泳池 嗎 ？<br /><br />wǒmen zhùzài yīge· hěnbàngde· fàndiàn. — zhēnde· mā? nàlǐ yǒu yóuyǒngchí mā?
你 有買 櫻桃 嗎 ？— 沒有 ， 店裡 沒在賣 。|Did you buy any cherries? — No, there weren't any at the store.<br /><br />你 有買 櫻桃 嗎 ？— 沒有 ， 店裡 沒在賣 。<br /><br />nǐ yǒumǎi yīngtáo mā? — méiyǒu, diànlǐ méizàimài.
錢包 是 空的 。 裡面 沒有 錢 。|The wallet was empty. There wasn't any money in it.<br /><br />錢包 是 空的 。 裡面 沒有 錢 。<br /><br />qiánbāo shì kōngde·. lǐmiàn méiyǒu qián.
有 很多 人 去 開會 嗎 ？— 沒有 ， 沒幾個 人 。|Were there many people at the meeting? — No, very few.<br /><br />有 很多 人 去 開會 嗎 ？— 沒有 ， 沒幾個 人 。<br /><br />yǒu hěnduō rén qù kāihuì mā? — méiyǒu, méijǐge· rén.
我們 沒有 去看 博物館 。時間 不夠 。|We didn't visit the museum. There wasn't enough time.<br /><br />我們 沒有 去看 博物館 。時間 不夠 。<br /><br />wǒmen méiyǒu qùkàn bówùguǎn. shíjiān búgòu.
我 很抱歉 我 遲到了 。 剛剛 車子 太多了 。|I'm sorry I'm late. There was a lot of traffic.<br /><br />我 很抱歉 我 遲到了 。 剛剛 車子 太多了 。<br /><br />wǒ hěnbàoqiàn wǒ chídàole·. gānggāng chēzǐ tàiduōle·.
二十年前 這裡 沒有 什麼 觀光客 。現在 很 多。|Twenty years ago there weren't many tourists here. Now there are a lot.<br /><br />二十年前 這裡 沒有 什麼 觀光客 。現在 很 多。<br /><br />èrshíniánqián zhèlǐ méiyǒu shéme guānguāngkè. xiànzài hěnduō.
一天 有 二十四 小時 。|There are twenty-four (24) hours in a day.<br /><br />一天 有 二十四 小時 。<br /><br />yìtiān yǒu èrshísì xiǎoshí.
上個 禮拜五 公司 有舉辦 派對 ， 但 我 沒去 。|There was a party at work last Friday, but I didn't go.<br /><br />上個 禮拜五 公司 有舉辦 派對 ， 但 我 沒去 。<br /><br />shàngge· lǐbàiwǔ gōngsī yǒujǔbàn pàiduì, dàn wǒ méiqù.
哪裡 可以買 水 ？— 在 下個 路口 有 一間 便 利商店 。|Where can I buy a bottle of water? — There's a convenience store at the end of the block.<br /><br />哪裡 可以買 水 ？— 在 下個 路口 有 一間 便 利商店 。<br /><br />nǎlǐ kěyǐmǎi shuǐ? — zài xiàge· lùkǒu yǒu yìjiān biànlìshāngdiàn.
為什麼 銀行 外面 有 警察 ？— 剛剛 有人 搶 劫 。|Why are the police outside the bank? — There was a robbery.<br /><br />為什麼 銀行 外面 有 警察 ？— 剛剛 有人 搶 劫 。<br /><br />wèishéme yínháng wàimiàn yǒu jǐngchá? — gānggāng yǒurén qiǎngjié.
我們 到 劇院 的時候 ， 外面 排了 很長的 隊 伍 。|When we got to the theater, there was a long line outside.<br /><br />我們 到 劇院 的時候 ， 外面 排了 很長的 隊 伍 。<br /><br />wǒmen dào jùyuàn de·shíhòu, wàimiàn páile· hěnchángde· duìwǔ.
你 明天 到 機場 的時候 ， 會 有人 在 那邊 等 你 。|When you arrive tomorrow, there will be somebody at the airport to meet you.<br /><br />你 明天 到 機場 的時候 ， 會 有人 在 那邊 等 你 。<br /><br />nǐ míngtiān dào jīchǎng de·shíhòu, huì yǒurén zài nàbiān děng nǐ.
十年前 ， 這個 學校 有 五百個 學生 。 現在 有 超過 一千個 學生 。|Ten years ago there were five hundred (500) children in the school. Now there are more than a thousand.<br /><br />十年前 ， 這個 學校 有 五百個 學生 。 現在 有 超過 一千個 學生 。<br /><br />shíniánqián, zhège· xuéxiào yǒu wǔbǎige· xuéshēng. xiànzài yǒu chāoguò yīqiānge· xuéshēng.
上個 禮拜 我 回去 我 出生的 那個 城鎮 。 非 常 不一樣 。 有 很多 改變 。|Last week I went back to the town where I was born. It's very different now. There have been a lot of changes.<br /><br />上個 禮拜 我 回去 我 出生的 那個 城鎮 。 非 常 不一樣 。 有 很多 改變 。<br /><br />shàngge· lǐbài wǒ huíqù wǒ chūshēngde· nàge· chéngzhèn. fēicháng bùyíyàng. yǒu hěnduō gǎibiàn.
我 想 一切都 會 沒事的 。 我 覺得 不會 有 什麼 問題 。|I think everything will be okay. I don't think there will be any problems.<br /><br />我 想 一切都 會 沒事的 。 我 覺得 不會 有 什麼 問題 。<br /><br />wǒ xiǎng yíqièdōu huì méishìde·. wǒ juéde búhuì yǒu shéme wèntí.
你 要搬去 柏林 是 真的 嗎 ？|Is it true that you're moving to Berlin?<br /><br />你 要搬去 柏林 是 真的 嗎 ？<br /><br />nǐ yàobānqù bólín shì zhēnde· mā?
我們 該走了 。 很晚了 。|We have to go now. It's very late.<br /><br />我們 該走了 。 很晚了 。<br /><br />wǒmen gāizǒule·. hěnwǎnle·.
二郎 會開 直升機 是 真的 嗎 ？|Is it true that Jirou can fly a helicopter?<br /><br />二郎 會開 直升機 是 真的 嗎 ？<br /><br />èrláng huìkāi zhíshēngjī shì zhēnde· mā?
今天 星期幾？ 星期二 嗎？ — 不是 ，今天 是 星期三。|What day is it today? Tuesday? — No, today's Wednesday.<br /><br />今天 星期幾？ 星期二 嗎？ — 不是 ，今天 是 星期三。<br /><br />jīntiān xīngqíjǐ? xīngqíèr mā? — búshì, jīntiān shì xīngqísān.
從 市中心 到 機場 是 十 公里的 距離 。|It's ten (10) kilometers from downtown to the airport.<br /><br />從 市中心 到 機場 是 十 公里的 距離 。<br /><br />cóng shìzhōngxīn dào jīchǎng shì shí gōnglǐde· jùlí.
可以打 電話 到 辦公室 找 你 嗎 ？|Is it okay to call you at the office?<br /><br />可以打 電話 到 辦公室 找 你 嗎 ？<br /><br />kěyǐdǎ diànhuà dào bàngōngshì zhǎo nǐ mā?
你 想要 走路去 飯店 嗎 ？— 我 不知道 。 有 多遠？|Do you want to walk to the hotel? — I don't know. How far is it?<br /><br />你 想要 走路去 飯店 嗎 ？— 我 不知道 。 有 多遠？<br /><br />nǐ xiǎngyào zǒulùqù fàndiàn mā? — wǒ bùzhīdào. yǒu duōyuǎn?
今天 是 凱莉的 生日 。 她 二十七歲 了 。|It's Kelly's birthday today. She's twenty-seven (27).<br /><br />今天 是 凱莉的 生日 。 她 二十七歲 了 。<br /><br />jīntiān shì kǎilìde· shēngrì. tā èrshíqīsuì le·.
我 不相信 ！ 這 不可能 ！|I don't believe it! That's impossible.<br /><br />我 不相信 ！ 這 不可能 ！<br /><br />wǒ bùxiāngxìn! zhè bùkěnéng!
從 這裡 到 火車站 有 多遠 ？|How far is it from here to the train station?<br /><br />從 這裡 到 火車站 有 多遠 ？<br /><br />cóng zhèlǐ dào huǒchēzhàn yǒu duōyuǎn?
從 飯店 到 海邊 有 多遠 ？|How far is it from the hotel to the beach?<br /><br />從 飯店 到 海邊 有 多遠 ？<br /><br />cóng fàndiàn dào hǎibiān yǒu duōyuǎn?
從 台北 到 東京 有 多遠 ？|How far is it from Taipei to Tokyo?<br /><br />從 台北 到 東京 有 多遠 ？<br /><br />cóng táiběi dào dōngjīng yǒu duōyuǎn?
從 你家 到 機場 有 多遠 ？|How far is it from your house to the airport?<br /><br />從 你家 到 機場 有 多遠 ？<br /><br />cóng nǐjiā dào jīchǎng yǒu duōyuǎn?
今天 天氣 不是 很好。 是 陰天 。|The weather isn't so nice today. It's cloudy.<br /><br />今天 天氣 不是 很好。 是 陰天 。<br /><br />jīntiān tiānqì búshì hěnhǎo. shì yīntiān.
昨天 風 很大 。|There was strong wind yesterday.<br /><br />昨天 風 很大 。<br /><br />zuótiān fēng hěndà.
房間裡 好熱 。 開 窗戶 吧 ！|It's hot in this room. Open a window.<br /><br />房間裡 好熱 。 開 窗戶 吧 ！<br /><br />fángjiānlǐ hǎorè. kāi chuānghù ba·!
昨天 天氣 很好。 很溫暖 ，而且 有出 太陽 。|It was a nice day yesterday. It was warm and sunny.<br /><br />昨天 天氣 很好。 很溫暖 ，而且 有出 太陽 。<br /><br />zuótiān tiānqì hěnhǎo. hěnwēnnuǎn, érqiě yǒuchū tàiyáng.
昨天 有 暴風雨 。 你 有聽到 嗎 ？|There was a storm last night. Did you hear it?<br /><br />昨天 有 暴風雨 。 你 有聽到 嗎 ？<br /><br />zuótiān yǒu bàofēngyǔ. nǐ yǒutīngdào mā?
因為 很暗 ， 所以 我 很害怕 。|I was afraid because it was very dark.<br /><br />因為 很暗 ， 所以 我 很害怕 。<br /><br />yīnwèi hěnàn, suǒyǐ wǒ hěnhàipà.
這裡 常常 會 很冷 ， 但是 不太 會下雨 。|It's often cold here, but there isn't much rain.<br /><br />這裡 常常 會 很冷 ， 但是 不太 會下雨 。<br /><br />zhèlǐ chángcháng huì hěnlěng, dànshì bútài huìxiàyǔ.
從 這裡 到 最近的 加油站 有 一大段 距離 。|It's a long way from here to the nearest gas station.<br /><br />從 這裡 到 最近的 加油站 有 一大段 距離 。<br /><br />cóng zhèlǐ dào zuìjìnde· jiāyóuzhàn yǒu yídàduàn jùlí.
如果 你 太晚 睡覺 ， 隔天 要 早起 會 很困難 。|If you go to bed late, it's difficult to get up early in the morning.<br /><br />如果 你 太晚 睡覺 ， 隔天 要 早起 會 很困難 。<br /><br />rúguǒ nǐ tàiwǎn shuìjiào, gétiān yào zǎoqǐ huì hěnkùnnán.
你 好， 淳子 。 很高興 再 見到 你 。 你 好 嗎？|Hello, Junko. It's nice to see you again. How are you?<br /><br />你 好， 淳子 。 很高興 再 見到 你 。 你 好 嗎？<br /><br />nǐ hǎo, chúnzǐ. hěngāoxìng zài jiàndào nǐ. nǐ hǎo mā?
要在 這間 辦公室 工作 很難 。 這裡 太吵 。|It's impossible to work in this office. There's too much noise.<br /><br />要在 這間 辦公室 工作 很難 。 這裡 太吵 。<br /><br />yàozài zhèjiān bàngōngshì gōngzuò hěnnán. zhèlǐ tàichǎo.
辦公室的 每個人都 很好。 很容易 交 朋友 。|Everybody's very nice at work. It's easy to make friends.<br /><br />辦公室的 每個人都 很好。 很容易 交 朋友 。<br /><br />bàngōngshìde· měigèréndōu hěnhǎo. hěnróngyì jiāo péngyǒu.
